State,District,Latitude,Longitude,Crop,Season,Year,Sowing_date,Harvest_date,Area_ha,Production_tonnes,Yield_t_per_ha,Rainfall_mm,Avg_Temperature_C,Humidity_%,Solar_Radiation_MJ_m2_day,Soil_pH,Soil_N_percent,Soil_P_ppm,Soil_K_ppm,Soil_organic_percent,Fertilizer_kg_per_ha,Irrigation_type,Irrigation_mm,NDVI,EVI,Pesticide_used,Previous_crop
Tamil Nadu,Tamil Nadu_Dist_15,28.529,92.787,Wheat,Rabi,2012,2012-10-17,2013-05-01,223.964,1099.06,4.907,253.0,21.05,43.7,20.8,6.01,0.16,30.05,443.09,1.13,176.4,Groundwater,190.9,0.7268789102734575,0.5775406636725993,1,Millet
Rajasthan,Rajasthan_Dist_39,32.826,80.938,Rice,Rabi,2010,2010-11-07,2011-02-24,68.598,375.057,5.467,164.0,26.21,63.3,18.0,6.95,0.059,52.95,373.04,1.27,121.7,Drip,210.3,0.6237792516647003,0.49297813441070565,0,Wheat
Punjab,Punjab_Dist_38,18.499,77.072,Cotton,Rabi,2020,2020-11-08,2021-03-01,138.436,260.625,1.883,36.0,24.28,45.8,15.68,6.55,0.24,55.73,295.39,4.27,159.4,Sprinkler,461.9,0.7434017608331766,0.6323274303999277,0,Maize
Bihar,Bihar_Dist_31,9.718,74.648,Millet,Kharif,2015,2015-07-18,2015-11-26,5.463,8.846,1.619,750.0,33.78,65.2,18.05,6.29,0.213,35.4,367.85,3.6,149.5,Rainfed,0.0,0.95,0.758581280628744,0,Fallow
Tamil Nadu,Tamil Nadu_Dist_7,17.243,96.099,Millet,Rabi,2022,2022-11-25,2023-04-09,43.717,84.51,1.933,138.0,21.7,75.2,15.25,6.7,0.172,37.33,166.32,3.24,58.0,Sprinkler,637.0,0.8194725078584639,0.7056765447761321,0,Rice
Karnataka,Karnataka_Dist_32,12.367,73.708,Maize,Rabi,2011,2011-10-23,2012-02-24,41.035,470.882,11.475,166.0,26.92,66.3,26.59,6.68,0.293,46.41,183.39,1.66,42.8,Drip,587.1,0.6991041466103021,0.5807229367026503,1,Cotton
Karnataka,Karnataka_Dist_18,15.538,68.668,Wheat,Zaid,2016,2016-04-24,2016-08-19,10.496,34.003,3.24,17.0,27.05,65.6,20.13,6.67,0.267,44.37,383.72,1.26,54.3,Rainfed,0.0,0.2904995592683989,0.21829669921440747,0,Millet
Punjab,Punjab_Dist_34,10.682,77.396,Maize,Zaid,2014,2014-04-27,2014-07-25,98.722,784.592,7.947,20.0,20.65,45.2,9.02,7.15,0.074,58.43,473.31,4.7,0.0,Canal,903.4,0.6524662660749206,0.541831458039829,0,Fallow
Tamil Nadu,Tamil Nadu_Dist_10,33.907,84.443,Rice,Rabi,2011,2011-10-20,2012-03-09,35.547,177.984,5.007,149.0,25.57,88.7,19.21,5.44,0.331,39.4,283.15,3.11,113.8,Rainfed,0.0,0.42216881182805693,0.3518073292186351,1,Wheat
Uttar Pradesh,Uttar Pradesh_Dist_26,31.879,93.066,Millet,Rabi,2018,2018-11-17,2019-04-05,57.828,79.606,1.377,123.0,28.94,86.9,14.16,5.9,0.289,36.04,414.26,1.2,103.4,Rainfed,0.0,0.49364494049932917,0.401635319464054,0,Soybean
Madhya Pradesh,Madhya Pradesh_Dist_37,19.068,85.12,Sugarcane,Zaid,2023,2023-04-22,2023-08-11,14.715,966.25,65.664,67.0,26.35,57.2,17.28,6.26,0.222,53.41,255.66,2.96,65.6,Rainfed,0.0,0.28270965859241176,0.2039470879920764,1,Pulses
Maharashtra,Maharashtra_Dist_8,16.892,68.26,Rice,Zaid,2012,2012-04-08,2012-06-30,17.205,99.543,5.786,56.0,27.22,42.3,9.82,6.64,0.062,5.81,163.82,1.93,138.0,Drip,393.8,0.6191387908511321,0.5221742594093555,0,Fallow
Madhya Pradesh,Madhya Pradesh_Dist_3,22.055,73.491,Soybean,Kharif,2011,2011-06-25,2011-11-30,155.779,661.035,4.243,436.0,22.1,59.6,12.53,6.27,0.281,40.27,373.87,2.63,97.1,Canal,926.1,0.95,0.6827488346689625,1,Fallow
Tamil Nadu,Tamil Nadu_Dist_26,23.508,85.938,Cotton,Rabi,2015,2015-11-12,2016-04-01,19.568,20.501,1.048,139.0,21.55,46.1,19.33,6.99,0.151,17.21,455.06,3.61,116.4,Rainfed,0.0,0.4392991204320651,0.32463989938605947,0,Wheat
West Bengal,West Bengal_Dist_4,9.905,78.711,Millet,Rabi,2010,2010-11-19,2011-05-05,42.366,41.81,0.987,100.0,29.13,79.3,15.56,6.0,0.33,6.43,171.32,2.67,42.3,Rainfed,0.0,0.38792314489993707,0.27182528223223995,1,Rice
Karnataka,Karnataka_Dist_12,17.652,86.184,Wheat,Rabi,2016,2016-11-14,2017-04-26,37.654,229.631,6.098,314.0,30.0,36.1,19.53,6.36,0.11,45.67,197.48,2.72,109.3,Groundwater,395.4,0.7252337811221776,0.5831523301494272,1,Soybean
Maharashtra,Maharashtra_Dist_21,24.961,72.738,Millet,Rabi,2012,2012-11-16,2013-04-11,110.116,152.339,1.383,225.0,32.86,57.8,32.04,6.63,0.305,5.57,445.1,1.04,156.9,Rainfed,0.0,0.5572968642717466,0.4944169108063178,1,Cotton
Rajasthan,Rajasthan_Dist_22,8.829,84.431,Wheat,Zaid,2017,2017-03-26,2017-06-06,36.641,133.878,3.654,98.0,18.21,55.0,18.96,7.93,0.139,57.42,298.53,1.32,119.1,Sprinkler,353.9,0.5195818037999681,0.4376252159882615,1,Cotton
Tamil Nadu,Tamil Nadu_Dist_39,20.263,74.528,Wheat,Rabi,2012,2012-11-26,2013-04-23,46.14,152.442,3.304,174.0,20.82,61.8,18.77,6.2,0.183,39.08,437.29,1.54,74.8,Rainfed,0.0,0.5278454409684237,0.4132450179114533,1,Pulses
Uttar Pradesh,Uttar Pradesh_Dist_12,17.184,87.373,Millet,Rabi,2021,2021-11-20,2022-05-16,216.353,265.334,1.226,352.0,17.36,61.1,10.44,6.03,0.133,5.15,319.46,2.24,61.1,Rainfed,0.0,0.5799879002571264,0.4511789032957458,0,Soybean
Andhra Pradesh,Andhra Pradesh_Dist_15,26.946,88.05,Wheat,Kharif,2021,2021-06-06,2021-09-19,35.888,220.044,6.131,433.0,26.7,41.5,15.83,7.12,0.214,43.4,348.62,3.99,170.7,Groundwater,329.6,0.9362992522431803,0.7420349147173059,1,Rice
Uttar Pradesh,Uttar Pradesh_Dist_19,11.404,84.267,Maize,Rabi,2016,2016-11-05,2017-04-05,62.295,661.213,10.614,236.0,19.93,67.9,17.22,7.15,0.275,54.85,263.93,2.12,0.7,Groundwater,472.5,0.704251385715462,0.5240216309136634,1,Millet
Andhra Pradesh,Andhra Pradesh_Dist_40,29.761,96.703,Rice,Rabi,2010,2010-10-12,2011-01-31,114.467,434.658,3.797,149.0,21.22,53.2,18.07,6.62,0.087,13.22,404.29,3.88,45.8,Rainfed,0.0,0.3769943149324408,0.2884350486875693,0,Pulses
Tamil Nadu,Tamil Nadu_Dist_17,32.16,92.138,Millet,Kharif,2010,2010-07-13,2010-12-16,100.414,198.998,1.982,207.0,25.85,89.0,22.86,7.19,0.078,47.87,93.44,2.74,57.9,Sprinkler,730.7,0.8634333804794674,0.6646848273998222,0,Wheat
Rajasthan,Rajasthan_Dist_32,28.01,69.84,Maize,Kharif,2023,2023-06-15,2023-10-17,136.342,922.923,6.769,555.0,27.35,51.3,13.39,8.08,0.285,17.48,133.88,2.67,94.4,Rainfed,0.0,0.8152526785825722,0.6266085137937832,1,Millet
Uttar Pradesh,Uttar Pradesh_Dist_27,27.83,78.175,Sugarcane,Kharif,2020,2020-06-02,2020-09-21,167.69,25153.5,150.0,458.0,25.44,73.5,18.93,7.77,0.154,6.03,89.08,4.5,168.2,Sprinkler,351.3,0.95,0.764197263417324,0,Rice
Bihar,Bihar_Dist_34,18.096,78.041,Sugarcane,Kharif,2021,2021-06-12,2021-11-04,18.688,2803.2,150.0,580.0,23.02,46.9,13.11,6.6,0.161,25.14,427.64,1.9,98.3,Sprinkler,416.9,0.95,0.7402886890818127,1,Cotton
West Bengal,West Bengal_Dist_25,10.009,82.221,Wheat,Rabi,2018,2018-11-06,2019-04-20,14.54,40.237,2.767,46.0,28.82,61.5,30.41,6.07,0.101,8.11,340.06,3.53,48.5,Rainfed,0.0,0.2833882510885511,0.19329985541819272,0,Cotton
Karnataka,Karnataka_Dist_9,13.374,85.886,Rice,Zaid,2018,2018-04-26,2018-07-18,66.532,322.243,4.843,63.0,29.57,59.7,12.17,6.52,0.056,45.07,284.95,2.57,53.1,Drip,278.5,0.3980647050611461,0.3039596369445939,0,Cotton
Karnataka,Karnataka_Dist_4,17.592,83.663,Wheat,Zaid,2016,2016-04-24,2016-07-14,16.898,49.907,2.953,101.0,33.22,87.0,14.01,7.24,0.269,34.74,448.37,4.23,80.5,Rainfed,0.0,0.323739213097071,0.2606695770175692,1,Pulses
Uttar Pradesh,Uttar Pradesh_Dist_13,8.944,69.074,Rice,Kharif,2012,2012-07-20,2012-12-25,52.583,496.035,9.433,705.0,29.57,49.4,19.62,6.8,0.172,46.96,132.46,1.36,30.0,Groundwater,568.8,0.95,0.7601675986260205,0,Millet
Rajasthan,Rajasthan_Dist_40,13.537,71.419,Rice,Rabi,2017,2017-10-10,2018-04-13,5.487,54.203,9.879,235.0,25.9,71.4,20.23,6.31,0.098,10.85,352.23,4.85,39.9,Groundwater,658.6,0.8145315080578102,0.6603977628693016,1,Maize
Uttar Pradesh,Uttar Pradesh_Dist_32,15.087,84.719,Maize,Kharif,2013,2013-06-12,2013-11-09,61.12,697.032,11.404,280.0,20.86,42.0,24.16,5.46,0.285,22.18,304.7,0.6,137.7,Sprinkler,695.9,0.95,0.7740610890174823,1,Rice
Maharashtra,Maharashtra_Dist_35,13.256,83.901,Wheat,Kharif,2019,2019-07-23,2019-12-02,40.239,272.05,6.761,641.0,20.63,86.5,10.19,6.32,0.113,8.4,318.97,3.4,103.3,Sprinkler,379.9,0.95,0.7238399082004057,0,Fallow
Bihar,Bihar_Dist_3,26.299,88.647,Millet,Zaid,2022,2022-04-08,2022-07-16,76.878,168.578,2.193,100.0,28.93,73.3,15.24,7.02,0.07,7.38,372.05,4.75,161.9,Groundwater,730.3,0.9295551639082923,0.7813374203405253,1,Rice
Andhra Pradesh,Andhra Pradesh_Dist_15,32.926,89.282,Sugarcane,Kharif,2010,2010-07-16,2010-12-09,56.752,8512.8,150.0,477.0,27.03,67.4,13.75,6.27,0.299,23.26,413.59,0.81,145.0,Sprinkler,627.6,0.95,0.8210140014870828,0,Wheat
Tamil Nadu,Tamil Nadu_Dist_19,19.458,75.538,Rice,Rabi,2015,2015-11-12,2016-05-15,163.091,1783.13,10.933,263.0,14.74,57.6,15.5,5.99,0.325,25.24,465.13,2.41,8.3,Groundwater,791.1,0.7760640755218438,0.6276130378778132,1,Pulses
Karnataka,Karnataka_Dist_17,33.855,94.232,Millet,Kharif,2023,2023-07-15,2023-11-09,17.599,31.51,1.79,418.0,20.83,38.9,25.71,6.09,0.099,26.57,385.27,1.48,0.0,Canal,345.6,0.7910615574270004,0.6194640607379847,1,Wheat
Tamil Nadu,Tamil Nadu_Dist_7,18.194,88.556,Wheat,Zaid,2020,2020-03-18,2020-05-26,8.693,45.743,5.262,76.0,23.01,89.5,31.96,5.97,0.159,32.64,366.63,2.77,35.7,Drip,580.4,0.6225074349318994,0.4961428459512409,1,Maize
Rajasthan,Rajasthan_Dist_33,14.321,88.792,Sugarcane,Zaid,2021,2021-03-11,2021-05-29,133.02,13031.068,97.963,118.0,27.94,47.9,23.66,6.96,0.21,34.52,399.08,4.18,141.5,Rainfed,0.0,0.522532759088484,0.40050759418067605,1,Rice
Rajasthan,Rajasthan_Dist_38,12.148,73.285,Maize,Rabi,2011,2011-11-08,2012-04-04,10.823,59.625,5.509,163.0,21.58,60.4,24.53,6.55,0.313,47.29,434.06,1.29,105.2,Rainfed,0.0,0.4020464820204633,0.297665053911354,1,Rice
Maharashtra,Maharashtra_Dist_6,21.11,96.091,Millet,Zaid,2014,2014-03-15,2014-06-20,106.084,94.784,0.893,108.0,26.52,55.7,12.82,6.01,0.078,36.16,240.93,0.71,12.0,Rainfed,0.0,0.31739975956653427,0.281783525602732,0,Maize
Uttar Pradesh,Uttar Pradesh_Dist_34,21.674,90.872,Cotton,Kharif,2019,2019-07-13,2019-10-14,123.208,342.87,2.783,198.0,32.51,70.4,18.51,5.97,0.289,48.24,168.81,3.94,73.7,Sprinkler,591.0,0.7935771189889993,0.6050284225513847,0,Wheat
Uttar Pradesh,Uttar Pradesh_Dist_37,26.202,89.958,Cotton,Kharif,2018,2018-06-04,2018-09-20,1.967,3.352,1.704,182.0,24.98,70.0,19.17,6.28,0.097,32.32,306.98,4.75,27.8,Sprinkler,506.3,0.7081264451406737,0.5715947096061816,0,Maize
Maharashtra,Maharashtra_Dist_8,24.021,90.903,Wheat,Kharif,2013,2013-06-13,2013-11-16,20.563,96.486,4.692,502.0,19.95,40.2,13.95,6.5,0.307,15.74,474.57,4.07,128.0,Rainfed,0.0,0.7719466756653193,0.6542749465807629,0,Fallow
Rajasthan,Rajasthan_Dist_28,12.015,87.909,Millet,Kharif,2010,2010-06-18,2010-09-17,95.043,339.91,3.576,521.0,27.61,67.2,15.64,7.29,0.294,9.77,334.95,2.67,112.1,Groundwater,859.6,0.95,0.7402288293616986,1,Soybean
Punjab,Punjab_Dist_19,13.848,70.906,Cotton,Rabi,2016,2016-10-10,2017-03-29,18.335,47.129,2.57,308.0,29.62,65.6,17.67,6.33,0.179,39.71,251.05,0.94,40.8,Sprinkler,773.7,0.8630269129863642,0.6617471049113449,1,Fallow
Andhra Pradesh,Andhra Pradesh_Dist_16,10.757,80.229,Rice,Zaid,2018,2018-04-25,2018-08-13,8.542,76.795,8.99,63.0,23.08,87.8,12.0,6.44,0.249,14.24,423.15,1.23,120.3,Sprinkler,463.0,0.7932281110102177,0.6271203078447416,1,Pulses
Tamil Nadu,Tamil Nadu_Dist_9,12.496,81.993,Cotton,Rabi,2014,2014-10-07,2015-01-15,128.639,127.927,0.994,170.0,29.01,45.7,18.89,6.12,0.196,45.22,273.5,1.07,53.5,Rainfed,0.0,0.3227757757255176,0.2516974590865134,1,Wheat
Maharashtra,Maharashtra_Dist_30,10.496,76.126,Millet,Kharif,2010,2010-07-27,2010-12-20,59.613,89.804,1.506,404.0,25.36,82.4,20.58,6.42,0.329,30.91,498.55,1.21,0.0,Rainfed,0.0,0.5614761064206278,0.48850613855249264,1,Cotton
Punjab,Punjab_Dist_22,15.397,68.782,Wheat,Zaid,2010,2010-04-03,2010-06-07,7.589,23.971,3.159,75.0,27.84,56.1,20.62,6.27,0.229,51.49,241.86,4.62,57.6,Rainfed,0.0,0.3441063486726955,0.2434049762130498,1,Soybean
Maharashtra,Maharashtra_Dist_26,28.086,84.672,Soybean,Rabi,2023,2023-11-26,2024-03-05,23.225,22.894,0.986,76.0,28.22,88.0,21.04,6.23,0.093,48.73,270.58,4.22,183.2,Rainfed,0.0,0.42106585559636717,0.3273241770758339,0,Maize
Rajasthan,Rajasthan_Dist_35,32.683,79.643,Soybean,Kharif,2016,2016-06-20,2016-11-23,26.426,73.591,2.785,949.0,23.1,50.6,11.26,6.01,0.2,14.53,245.28,2.23,8.3,Drip,314.4,0.95,0.7740844065397691,1,Millet
Maharashtra,Maharashtra_Dist_24,21.768,74.808,Cotton,Rabi,2016,2016-11-24,2017-05-11,87.216,137.822,1.58,102.0,23.34,43.4,11.56,5.51,0.173,44.05,183.14,0.58,20.2,Canal,591.7,0.5925555128295464,0.4716068411886345,1,Rice
West Bengal,West Bengal_Dist_37,15.015,86.933,Millet,Kharif,2016,2016-07-21,2016-12-24,105.522,209.864,1.989,545.0,24.87,38.7,24.5,6.49,0.112,40.63,324.86,1.69,77.9,Drip,227.6,0.9189313589544447,0.7799423339477188,0,Maize
West Bengal,West Bengal_Dist_8,8.989,93.514,Pulses,Zaid,2020,2020-04-12,2020-06-12,6.817,9.661,1.417,119.0,19.84,52.1,22.77,6.87,0.155,53.2,293.88,3.42,162.2,Drip,398.3,0.798279824747974,0.6338221971000871,1,Wheat
West Bengal,West Bengal_Dist_28,8.034,88.621,Maize,Rabi,2017,2017-10-20,2018-04-26,87.655,822.857,9.387,59.0,23.07,51.6,19.16,6.01,0.229,6.5,344.28,3.53,91.0,Sprinkler,543.6,0.6477357386646397,0.4601555983031961,1,Soybean
Bihar,Bihar_Dist_9,31.394,84.001,Wheat,Kharif,2012,2012-06-01,2012-10-17,62.863,228.33,3.632,203.0,22.2,66.5,20.62,6.5,0.322,9.81,252.82,2.59,101.1,Rainfed,0.0,0.5868253659091769,0.4404002743961401,1,Millet
Karnataka,Karnataka_Dist_6,19.885,77.933,Wheat,Zaid,2015,2015-04-17,2015-07-07,117.78,929.549,7.892,86.0,14.46,47.5,21.72,6.89,0.206,17.85,283.29,2.57,42.9,Groundwater,668.6,0.7655998026036124,0.6312531375278084,0,Millet
Andhra Pradesh,Andhra Pradesh_Dist_8,8.573,84.738,Pulses,Rabi,2017,2017-11-13,2018-03-30,5.897,3.23,0.548,108.0,24.2,68.2,20.7,5.57,0.085,51.82,448.55,1.7,67.9,Rainfed,0.0,0.27903413513821684,0.24442134057751277,0,Rice
West Bengal,West Bengal_Dist_12,20.302,74.648,Rice,Kharif,2018,2018-06-05,2018-10-24,8.623,66.474,7.709,667.0,20.09,63.6,17.07,5.91,0.115,18.96,111.14,1.83,26.5,Drip,543.8,0.95,0.7712483202567908,0,Pulses
Madhya Pradesh,Madhya Pradesh_Dist_18,16.885,78.642,Maize,Kharif,2012,2012-06-02,2012-10-27,64.366,655.688,10.187,497.0,24.78,56.9,16.05,6.01,0.171,47.43,139.39,1.21,3.0,Drip,450.6,0.81446895566782,0.6587525101482601,1,Cotton
Karnataka,Karnataka_Dist_24,29.935,72.015,Sugarcane,Kharif,2011,2011-07-27,2011-12-26,27.776,4166.4,150.0,592.0,17.44,38.3,14.65,6.33,0.26,24.1,262.79,1.56,136.1,Sprinkler,676.2,0.95,0.7900772920172403,1,Pulses
Maharashtra,Maharashtra_Dist_21,10.024,84.18,Millet,Zaid,2012,2012-04-27,2012-07-27,53.522,66.846,1.249,147.0,24.34,61.2,15.97,7.22,0.253,53.41,452.65,2.34,112.0,Rainfed,0.0,0.4675658097287691,0.3452232759575983,0,Rice
Maharashtra,Maharashtra_Dist_37,22.152,87.89,Wheat,Zaid,2010,2010-04-09,2010-07-04,6.608,20.056,3.035,116.0,31.56,33.3,18.13,6.79,0.257,48.56,198.65,1.8,117.7,Rainfed,0.0,0.4465727428075862,0.38697335697874474,1,Maize
Maharashtra,Maharashtra_Dist_30,21.007,79.86,Maize,Kharif,2023,2023-06-24,2023-11-02,12.83,75.058,5.85,448.0,25.47,76.0,11.99,6.25,0.314,42.09,289.55,1.45,68.6,Rainfed,0.0,0.6995664552023106,0.5040095706180234,1,Rice
Karnataka,Karnataka_Dist_1,13.805,84.581,Wheat,Kharif,2017,2017-07-08,2017-12-02,32.879,282.53,8.593,709.0,23.58,47.9,19.64,5.87,0.229,36.9,467.87,4.06,31.8,Canal,885.5,0.95,0.7653149128258719,0,Rice
Punjab,Punjab_Dist_9,25.127,73.346,Millet,Kharif,2016,2016-07-02,2016-10-08,58.99,121.658,2.062,659.0,23.62,61.2,20.63,7.22,0.057,12.1,435.18,3.79,90.8,Groundwater,462.1,0.95,0.7839971077450345,1,Fallow
Andhra Pradesh,Andhra Pradesh_Dist_36,16.887,78.734,Wheat,Kharif,2011,2011-07-27,2011-11-07,17.263,121.385,7.031,488.0,19.8,63.6,13.9,7.15,0.227,26.36,493.23,0.8,65.8,Canal,662.2,0.95,0.7304647693382291,0,Rice
Punjab,Punjab_Dist_21,33.22,85.107,Maize,Rabi,2011,2011-10-02,2012-03-06,69.472,692.208,9.964,181.0,27.34,78.6,21.41,6.4,0.151,20.55,365.33,4.82,202.4,Drip,432.4,0.8980826746919243,0.7295300289922885,0,Cotton
West Bengal,West Bengal_Dist_9,31.774,95.771,Cotton,Kharif,2010,2010-06-16,2010-09-14,14.257,40.784,2.861,543.0,19.2,80.7,20.67,5.67,0.109,15.93,134.88,3.25,51.0,Canal,750.5,0.95,0.8158717590461136,1,Cotton
Karnataka,Karnataka_Dist_6,26.557,80.696,Sugarcane,Zaid,2021,2021-03-19,2021-07-08,25.116,1995.172,79.438,93.0,26.89,48.8,16.48,6.01,0.138,32.52,365.55,4.67,124.5,Rainfed,0.0,0.5056613747246481,0.4323395031252136,1,Maize
Tamil Nadu,Tamil Nadu_Dist_30,13.037,69.073,Millet,Zaid,2018,2018-03-09,2018-06-15,97.721,147.924,1.514,52.0,15.62,79.7,16.58,6.43,0.193,43.83,456.06,2.72,119.3,Canal,287.1,0.5883338614961563,0.40757560369082585,1,Cotton
Karnataka,Karnataka_Dist_31,31.678,70.852,Rice,Rabi,2023,2023-10-26,2024-03-13,58.643,579.554,9.883,221.0,26.91,70.4,11.05,6.59,0.341,52.34,304.47,4.05,81.6,Drip,577.6,0.8502103324955653,0.6613720325641338,0,Millet
Tamil Nadu,Tamil Nadu_Dist_6,12.05,79.3,Cotton,Zaid,2022,2022-03-12,2022-05-20,10.314,10.502,1.018,48.0,27.2,62.9,12.02,6.19,0.302,49.44,323.22,3.41,144.7,Rainfed,0.0,0.40441068300669386,0.31141013659978095,1,Cotton
Tamil Nadu,Tamil Nadu_Dist_40,29.027,75.96,Millet,Kharif,2020,2020-06-15,2020-10-29,22.418,27.638,1.233,599.0,31.14,60.8,14.49,4.46,0.159,25.62,261.08,0.57,202.2,Rainfed,0.0,0.95,0.7343517531474242,1,Pulses
Karnataka,Karnataka_Dist_34,26.377,76.379,Cotton,Rabi,2023,2023-11-18,2024-03-31,5.651,13.059,2.311,96.0,19.98,42.2,12.47,6.77,0.108,11.82,346.35,4.12,123.9,Groundwater,872.8,0.95,0.7761301101951521,1,Fallow
Madhya Pradesh,Madhya Pradesh_Dist_3,24.822,80.738,Millet,Rabi,2013,2013-11-17,2014-05-05,4.376,7.378,1.686,51.0,24.84,73.4,22.38,6.27,0.054,19.29,276.48,3.62,163.8,Canal,505.6,0.8322338871859818,0.7435847641312845,0,Pulses
Bihar,Bihar_Dist_36,32.927,77.642,Sugarcane,Kharif,2015,2015-07-18,2015-11-02,82.992,12448.8,150.0,398.0,26.34,88.5,17.47,6.51,0.332,36.42,258.1,0.53,8.1,Sprinkler,366.7,0.7297363571655241,0.6650673851865504,1,Pulses
Maharashtra,Maharashtra_Dist_22,18.59,91.531,Soybean,Kharif,2017,2017-07-15,2017-11-28,39.018,134.013,3.435,654.0,35.27,28.7,16.56,6.44,0.209,41.11,108.42,4.02,152.5,Sprinkler,556.3,0.95,0.7804637090614879,1,Fallow
West Bengal,West Bengal_Dist_22,32.324,77.913,Soybean,Kharif,2015,2015-06-20,2015-09-19,15.477,46.457,3.002,391.0,26.18,38.2,23.18,6.23,0.165,12.2,497.54,1.78,17.9,Groundwater,690.8,0.95,0.7511563749025576,0,Maize
Maharashtra,Maharashtra_Dist_35,11.418,72.909,Soybean,Rabi,2011,2011-10-04,2012-02-10,0.934,1.427,1.528,371.0,32.59,55.3,15.74,8.38,0.257,7.06,325.97,0.51,35.3,Rainfed,0.0,0.5367331051092713,0.3772251324715013,1,Fallow
Punjab,Punjab_Dist_7,15.192,74.484,Pulses,Zaid,2016,2016-04-10,2016-07-30,55.82,42.604,0.763,137.0,19.18,60.9,6.92,5.21,0.138,59.68,388.09,2.25,49.6,Rainfed,0.0,0.3456704081869051,0.3153085335768707,0,Rice
Rajasthan,Rajasthan_Dist_25,31.632,89.97,Wheat,Zaid,2021,2021-04-08,2021-08-04,14.704,59.263,4.03,7.0,26.34,63.9,21.89,6.63,0.315,36.23,133.26,2.15,221.6,Rainfed,0.0,0.5245847585093317,0.4169933671728552,0,Soybean
Andhra Pradesh,Andhra Pradesh_Dist_18,26.006,84.197,Rice,Zaid,2012,2012-03-11,2012-06-07,19.043,119.373,6.269,45.0,27.5,79.2,16.08,7.19,0.126,46.24,164.98,2.95,123.9,Groundwater,475.2,0.6069563167861248,0.4906333486681129,0,Rice
West Bengal,West Bengal_Dist_23,31.602,93.011,Wheat,Kharif,2012,2012-07-11,2012-10-23,40.311,309.914,7.688,603.0,25.07,57.2,20.87,6.95,0.079,21.67,176.96,1.51,0.0,Sprinkler,619.3,0.95,0.7480438374102979,0,Wheat
Bihar,Bihar_Dist_12,26.265,68.169,Soybean,Zaid,2020,2020-04-15,2020-06-16,25.276,64.046,2.534,44.0,22.12,68.7,22.01,7.36,0.334,38.07,144.94,1.24,128.1,Drip,433.5,0.6741582435944086,0.5314576758172848,1,Millet
Karnataka,Karnataka_Dist_3,24.831,81.587,Pulses,Kharif,2022,2022-07-02,2022-12-09,35.042,42.451,1.211,760.0,22.68,64.0,17.67,7.22,0.326,59.74,163.08,4.15,176.3,Rainfed,0.0,0.95,0.7230934835956431,0,Rice
Andhra Pradesh,Andhra Pradesh_Dist_38,21.319,86.288,Soybean,Zaid,2010,2010-03-10,2010-06-03,50.037,117.045,2.339,121.0,31.11,72.4,15.47,6.15,0.346,20.59,301.77,3.57,276.6,Groundwater,243.9,0.8771094179203293,0.6851727408468998,0,Fallow
West Bengal,West Bengal_Dist_14,26.636,87.086,Sugarcane,Zaid,2010,2010-04-05,2010-06-26,56.11,5876.479,104.731,106.0,26.63,83.3,13.97,5.95,0.34,52.59,201.74,3.54,163.7,Rainfed,0.0,0.4643820059211567,0.42217839866924706,0,Fallow
Maharashtra,Maharashtra_Dist_14,12.86,81.483,Millet,Kharif,2018,2018-06-10,2018-11-16,12.977,21.718,1.674,287.0,17.08,70.9,25.17,6.35,0.192,45.52,392.3,2.71,67.2,Drip,246.8,0.606319241293803,0.45929241805754933,1,Wheat
West Bengal,West Bengal_Dist_7,12.851,79.583,Cotton,Zaid,2015,2015-04-25,2015-08-11,56.042,157.683,2.814,114.0,28.19,28.1,11.07,7.73,0.283,52.88,271.61,2.14,69.6,Sprinkler,791.7,0.7954451291526736,0.6151913273596444,0,Cotton
Bihar,Bihar_Dist_24,32.427,85.672,Soybean,Kharif,2010,2010-06-16,2010-11-05,17.793,34.09,1.916,543.0,20.18,50.1,6.94,6.86,0.144,23.85,185.9,2.45,58.7,Rainfed,0.0,0.8238689838574333,0.5875528485708772,0,Fallow
West Bengal,West Bengal_Dist_37,11.875,84.323,Wheat,Zaid,2010,2010-03-13,2010-06-15,2.484,5.504,2.216,49.0,25.85,48.0,25.65,5.83,0.227,15.84,469.48,2.45,0.0,Rainfed,0.0,0.2191872308355483,0.15626137417668254,1,Fallow
Rajasthan,Rajasthan_Dist_31,29.774,69.596,Sugarcane,Kharif,2022,2022-07-23,2022-11-06,56.16,8424.0,150.0,784.0,28.36,59.0,12.9,6.62,0.065,21.41,475.58,4.93,96.3,Drip,530.0,0.95,0.7366585410238831,0,Millet
Bihar,Bihar_Dist_13,32.527,81.513,Sugarcane,Rabi,2019,2019-10-13,2020-01-21,11.478,1721.7,150.0,52.0,24.84,73.8,20.77,6.19,0.314,12.57,189.34,2.7,206.4,Drip,224.5,0.630632846880413,0.47974716302966547,1,Maize
Rajasthan,Rajasthan_Dist_30,18.936,86.425,Millet,Kharif,2015,2015-07-03,2015-10-02,8.167,10.69,1.309,435.0,20.43,72.5,26.86,7.08,0.283,32.01,120.54,4.63,56.8,Rainfed,0.0,0.5680150178611254,0.4778898680894571,0,Rice
Rajasthan,Rajasthan_Dist_14,25.572,95.882,Millet,Rabi,2014,2014-11-15,2015-03-08,32.61,33.453,1.026,288.0,24.57,49.2,18.97,6.39,0.179,20.14,353.61,1.38,75.9,Rainfed,0.0,0.5726035658298713,0.48030337278160495,1,Rice
